node_id,feature
34,"0.32233695714499144,0.6966787057097225,0.8740102985510118,0.4663753989247743,0.6101612161438383,0.449338351022214,0.7543506599536403,0.6201570212842538,0.7184722748326884,0.6887780748297601,0.6644601767969253,0.18794346479393276,0.10306777272370948,0.8611341715805932,0.04060182627903686,0.07235684409945986,0.16779925204755508,0.046076605083519184,0.5009473185825364,0.045228521010952316,0.3691732690796121,0.5673578766688272,0.8912919376189197,0.852984048054122,0.45040974117850263,0.01878219302164974,0.6555129699904798,0.9718144989020884,0.08281493415187735,0.7239267426883447,0.12307972604872475,0.8551292634259676,0.027338521590526188,0.3713079080279307,0.83905392818647,0.0070072832670387,0.9682219539086598,0.20831763129561787,0.06724411508594452,0.11747599100658701,0.04853613561308423,0.8817414394843256,0.3000077595219036,0.8366755678673434,0.4837327396280775,0.18033091885842467,0.39773156047176883,0.24076132968610353,0.3713945081953941,0.3676239715621461,0.20630392961957256,0.5175291966870603,0.5266454607201813,0.5764561577553335,0.06361968934610418,0.6219840193860708,0.26989499644847403,0.17532791417357219,0.07997739186027653,0.55616798389954,0.24758475915668565,0.7536339715700574,0.35823347381188997,0.32669867089075444,0.04317655587936975,0.017868207667444236,0.4952112836755418,0.3672523003224448,0.31207877526777594,0.4287958606941682,0.9161059768151552,0.5154436994704288,0.7041258970105242,0.6751777591108299,0.726170826773629,0.2815889750890539,0.7806182251259752,0.22118081543559254,0.8430640336460933,0.07477754970609918,0.7261247038183022,0.43314982497375887,0.7771379111487817,0.23663768141431052,0.19268039843220008,0.8495559831798684,0.9464120318499978,0.7479873934944193,0.7708321993941034,0.07633548618377783,0.8096221308011329,0.572004279099307,0.7996258091380506,0.29143475889172166,0.503688205620101,0.18442474707014023,0.6286391556844997,0.34184703080440193,0.11146192829526758,0.8870155916434015,0.3588725561907651,0.4046341275646529,0.464170526995208,0.8996082321503318,0.4907453109661766,0.49989318914339465,0.2192739955488231,0.8043998274441143,0.08806262931443543,0.40960585469041066,0.8227886697567306,0.9485396394092531,0.6452498851544262,0.039516845621084595,0.8508175665676546,0.33860274368563004,0.4503505586591936,0.9181307980333772,0.02654302682432874,0.6357937722518457,0.24673297402766747,0.6537663714494988,0.815653827804563,0.13353641734589683,0.8007736114709251,0.6286378620369395,0.9785914090814517,0.6199056166026766"
35,"0.7608614054416563,0.8477316611263702,0.6683229122722677,0.17030937814221103,0.13118888291149378,0.6920218961069288,0.1845206740657691,0.5359793964629214,0.4023951423746035,0.1441612268372856,0.3708082714423475,0.02605535478080967,0.8289455323642126,0.5835626234954678,0.44549324000391755,0.7624325918944228,0.7884101714334445,0.7361810220626651,0.8066664987874581,0.6760207066962232,0.136364838704214,0.42303967121249797,0.1705571686018822,0.21521012970927123,0.5593480485099767,0.4800250206419622,0.6228168603523818,0.0522002232079225,0.7668878953848516,0.4172942466558026,0.5282962132386576,0.3198339481429937,0.13213322825128604,0.8105830469785295,0.2552379396860126,0.7924642561611704,0.313393480656209,0.317379448576636,0.4513096290848265,0.040988005121465165,0.3751870609856419,0.6572657783767369,0.6850900055629116,0.38646994874331897,0.8042992711589712,0.670671359377829,0.5444015788330214,0.26224016776680326,0.0010120808890886623,0.9014041204308259,0.5611209700366252,0.4246915515693681,0.44743288876048937,0.13066833340014128,0.46218168562673523,0.11331216004080047,0.4734908881535034,0.2293791171681202,0.13241728621444104,0.8054137115928716,0.5466600736888596,0.7507992945318939,0.6185901313032979,0.5981846483272135,0.9874371363634086,0.725566240839623,0.46770275655812954,0.0559865950160251,0.11165574571513415,0.23931604953818253,0.2418501124702478,0.04683698264244185,0.18852040275135729,0.5388722985697622,0.04773322069562658,0.7219554006826601,0.6323045959721344,0.4910347256557428,0.45188343623515814,0.92199734488554,0.9618689264870265,0.6232610144667963,0.3348788967537578,0.28566215024406827,0.4656398343391791,0.574684719280604,0.44864281402711625,0.04178510414285175,0.31642718424203764,0.8261217800730839,0.8734421123689476,0.2127110057534265,0.6568907928502585,0.41438194127749917,0.9213236688117048,0.8984471735990026,0.9197227094690573,0.5573464488847996,0.12624596693200685,0.7398288871805949,0.5410271134983023,0.8048808527165765,0.7844853626775338,0.11605868863462931,0.565113878205619,0.4028384601242372,0.9589121845102654,0.7072340311358601,0.2125835462341913,0.5263560469629709,0.9730765547108755,0.9293177495755423,0.709889073584025,0.542107823126426,0.89770910087677,0.2867044261084045,0.5739535471528546,0.5931369844160514,0.46831522739572173,0.20846415963107,0.7523714830690054,0.83777204870027,0.6638058117320604,0.4469232764654444,0.041334321034383725,0.3449762148687793,0.9560912550695709,0.20208506449924024"
36,"0.18125601217610077,0.1104047839682718,0.5533342098922607,0.9582005306671721,0.8536935906334812,0.26693659924028723,0.77403776468609,0.30379065900810187,0.8818181580230393,0.3510120814177493,0.5124560445759098,0.660768159358937,0.9597225113799616,0.8129195385323982,0.2585562460590046,0.8566426233236163,0.3555892461956367,0.8153565976417797,0.8128846022004375,0.13583857721530812,0.6353599279554957,0.7283875244519152,0.23417166555138835,0.5116084833993296,0.18283633895258522,0.43391273137377095,0.5578155887794424,0.4627859568921312,0.6951613918757338,0.2980187691669062,0.937037617919257,0.24432033151327115,0.23012045156386307,0.6836001889083769,0.7636338342824132,0.32224879847041044,0.7433239926667544,0.6845316684082039,0.6495286000457791,0.1122563970470497,0.29110838156229535,0.7852924038121105,0.34958846009670597,0.9815473693370972,0.5824251616105882,0.34309836755804923,0.281240383967272,0.13967076731049555,0.2693979365614385,0.952282167458282,0.9230126560985203,0.22245743886605474,0.4552489419235103,0.26554761871479016,0.6616382850831424,0.46316913830587314,0.6390049346458591,0.7620864684959451,0.3428393107991222,0.5108130889971851,0.4378365325166209,0.30641650776470664,0.5400272390501648,0.0029556531573241562,0.7905961635243616,0.09453140383840386,0.5497964880301442,0.15950556957490014,0.21330873083345492,0.320275877833066,0.7729511680837211,0.0028155442267968622,0.9342107116200281,0.9733300260512775,0.5636988851005511,0.14079847200153428,0.44519665162811783,0.4595735228075627,0.32621264117141335,0.9306664237133928,0.7941047915735968,0.484041508162675,0.6903397814559531,0.8977601700766401,0.7084542173717371,0.8528028806800748,0.9288224264076462,0.6226621053045021,0.3176993212439788,0.909286882678525,0.12782231274274014,0.528621292273824,0.9896709881371017,0.04512997505858207,0.377674889596577,0.2832678892536967,0.6763088714690064,0.8929391926766015,0.14656596534278676,0.7719749332498589,0.07145588491311383,0.6428326099336239,0.38701797631209744,0.8196073496813274,0.714582113233632,0.9813828770280075,0.8898121874080419,0.5043440226297088,0.040361468043633386,0.3497708354028525,0.8467676828347375,0.5521061272327287,0.7060696988281425,0.983282681306982,0.7706314288821279,0.02037322403955799,0.4668740854831518,0.3715443306274714,0.45716454604662227,0.814365954581774,0.7327420677359154,0.6351799081318881,0.5993098107177045,0.06801634057573602,0.6741811091356559,0.650829765728622,0.6362858909139398,0.8718227152976352"
37,"0.8575078756033245,0.08066501394342362,0.006610577074589119,0.5823683122833744,0.6790212160301355,0.12510993724349606,0.6542232095874562,0.8676246256555674,0.17344099871954788,0.21964669069037057,0.7261709378521815,0.5884537130228961,0.25783189719285304,0.49067637422311594,0.802125547490433,0.22537426566252738,0.2713943498528443,0.5973450593062857,0.5701197279819672,0.13934303265202852,0.8450143525459692,0.5959849381509853,0.49870018390872894,0.7367269794735125,0.732423260388643,0.730168511555699,0.1499035335562453,0.022994736665506,0.9242645535315178,0.8052169609910571,0.014711498917113763,0.5758413079747291,0.21888064807186658,0.4383544853389916,0.5353114240877247,0.6806857085062946,0.6165119296087375,0.7909625696671173,0.7385708903876393,0.5344601026987552,0.31665299005243897,0.8635881754741346,0.4294584543708574,0.744021104655932,0.1255291230892095,0.470524072046993,0.6801319577839828,0.7138013838526536,0.7984305839342832,0.6878326275397157,0.4100290580619439,0.7458462830309398,0.3633121242503591,0.07402049102875541,0.9162522040577595,0.1754843184759327,0.5874725846814065,0.2638078138688049,0.6530730068417565,0.7976689148762832,0.6799041202871828,0.4029843549617318,0.8874547754909737,0.6628934476016953,0.5854008318215814,0.7635808412306213,0.8113426806150204,0.9585462147903793,0.2522054758443384,0.6745795532482717,0.4303347584735717,0.2848882742403728,0.659993837299149,0.3890638389293627,0.8888635486364239,0.3557664298788953,0.5105917802433787,0.5277369937497546,0.4744048580273318,0.6347693683658076,0.2855170423276814,0.06149579015282447,0.9578557912982012,0.45554392660826304,0.19051815688435192,0.4821658120293656,0.5898767655187717,0.20277040083083497,0.9181324742186797,0.23482105403041909,0.18625401918325846,0.9338109702635915,0.505805242845103,0.9574532767110435,0.7589368337117558,0.6025352128569964,0.6899436154192389,0.3497323833508741,0.6922206731885775,0.6319365182998758,0.4859737310771083,0.9492921676140776,0.7105783925389964,0.7514689308452307,0.8172047816061097,0.0602817033650187,0.9290338732342482,0.7831090663283944,0.06319583315051858,0.694753965080639,0.05157418598511487,0.42994359708004315,0.666542293831483,0.6300607136184793,0.8179147469875556,0.5382130787579521,0.867734380779128,0.3748504327855062,0.9275358243018985,0.24403736307138446,0.5519917624585192,0.014079407076415085,0.632704833978957,0.40910702854414305,0.9670678993272941,0.42817403978228274,0.4457533485608779,0.11232474742396847"
38,"0.6889823820031074,0.41054541256274335,0.7069665403880832,0.7226457913815427,0.645914978329501,0.6342091036238678,0.28898149663063233,0.49113198240136735,0.8711163445416666,0.09686675997518923,0.8808487629600688,0.6277105206925657,0.16915455226580678,0.964664030188914,0.11842202910213451,0.6622012662060219,0.21436390471766653,0.5934628739618099,0.8121678491515273,0.09370306045470322,0.4220977499311781,0.9197957834463453,0.33279282230565566,0.560153400594297,0.7017756767340474,0.21851060073701678,0.970636897223781,0.4559769123381562,0.5161304747106972,0.7097706416317794,0.3864187833976619,0.8145791872707255,0.9524050772086632,0.1483403019203915,0.9665493602008135,0.9406754042534119,0.5792747814205859,0.24043366560540014,0.8055144057161993,0.7063298732917324,0.01108588747949335,0.03761588527716808,0.6619169607862044,0.21408748296294422,0.39010449205929376,0.037557019367904676,0.4199147049632427,0.5525214556352532,0.7465306001835156,0.7595326486332445,0.08260742534285292,0.8523617955003882,0.4615610236241454,0.9525158436457163,0.19889001630076752,0.41627928513786383,0.9342905361175373,0.7723900905492707,0.537285073001593,0.27194036245610287,0.5332254211095029,0.9436693427836759,0.7048543327940279,0.22559017180644503,0.9175900482865004,0.623294651059492,0.279453030813099,0.9597145335967482,0.23192124898833588,0.3370154969571829,0.8804517554263755,0.24350427424977816,0.5907239121105413,0.9477554825468976,0.8972286049908503,0.9634886023512883,0.07556331270483019,0.6749861834105066,0.030185901798037373,0.9090846013315327,0.5233912896757232,0.8013984435118446,0.5744569044965467,0.7309445951237341,0.928569219999783,0.3988610241125736,0.44740411690672766,0.05939918903560737,0.1294944362994065,0.8821050633032661,0.6747233230993719,0.22660832554763366,0.3780830558650059,0.5899020778064812,0.6959872975812667,0.15337134712470002,0.7770023316832892,0.42569327321345274,0.8473397071760234,0.008029824275301967,0.03548688860133309,0.05307953561734702,0.9487239715967075,0.8301515468493181,0.15259096848352338,0.13633264168193715,0.8273958226460593,0.4109274451046141,0.4848034445384243,0.5483552568006608,0.9882521638237981,0.925156437972826,0.41184748888836675,0.7854632511191361,0.4708546781634725,0.66180473034148,0.9567629354153439,0.6177419909180641,0.7084992710348387,0.5387487601021841,0.3841346484058695,0.7808103049914884,0.9260252945646714,0.28490978680039125,0.40646694516182835,0.8395363529650705,0.6751053674215113,0.872665121127476"
39,"0.848737711991379,0.4198400853735269,0.3845170846391175,0.8527431917570796,0.7065166200568206,0.39325250003392975,0.26058661964913865,0.38862361295039727,0.23172915967221897,0.6787835652017026,0.23437704145644334,0.9873163575336772,0.6971064992796333,0.8398834420878755,0.2140613058580273,0.2841502903519215,0.505930794654801,0.9227712476872934,0.134762124965902,0.9940215552540785,0.2269323004983962,0.4380547857669589,0.9490009564100054,0.8884700630977473,0.2500677251257628,0.9062157517954025,0.30864002548920044,0.530054192143917,0.8652628451390169,0.7673627450735518,0.7437167703064971,0.04354396625551682,0.07144192723715714,0.47405713484289014,0.6576893897130207,0.3783642909904954,0.23998400469905157,0.2013869796477613,0.589447167955583,0.4780986323170451,0.45486925828540536,0.6956607326689295,0.2422904400538346,0.6865489770983608,0.09078884485850003,0.7942435749401148,0.09558684862341194,0.6530764913556615,0.5362108393693705,0.03961231651337127,0.9758893972246058,0.33548222633803626,0.14592142421409826,0.005883499377367651,0.8488529725150259,0.7040421220161406,0.5812959260473227,0.8421237335340265,0.5728030261396112,0.7547493455543016,0.5208554129994396,0.40773067001519947,0.21938277622764746,0.4984290950489809,0.2277892985493848,0.3434931770235339,0.2767502535769195,0.31624910348781554,0.9302063825335495,0.6389124297918806,0.4718964465789386,0.9106623968057336,0.17703411368353816,0.7245854282413966,0.10385660496418192,0.5376032145397738,0.24229867485077272,0.8749580413487044,0.4987366172783878,0.4244656831682907,0.899695621880889,0.4487663167621282,0.7262866665062884,0.05763178896511001,0.1996698376675472,0.03912815233069922,0.19834224555992164,0.7707181708428292,0.23897757038576384,0.05438411406847332,0.740983951077758,0.01156493907137146,0.9546490964639188,0.7601887692919117,0.5958383597144223,0.5249564599301568,0.6539234961903496,0.2785983769637611,0.9922337582825596,0.8585395476764011,0.4913211694773315,0.7724327579193828,0.4205203406845014,0.22594669845333826,0.3735075770003158,0.7038338422238105,0.5470682690238965,0.6188031142858983,0.23675322362498208,0.9696415988470846,0.09013771261856196,0.8698449673648162,0.25421762418519933,0.1405671074152891,0.9669535917791255,0.7198840960509068,0.928945590025524,0.8975268832345366,0.5130994524760804,0.4256984696316749,0.749124103561963,0.155150963427522,0.8032883373771181,0.6480165286082018,0.18618846364427788,0.7202883452809445,0.3615577110174846,0.1915824658061065"
40,"0.8922285480346357,0.7141087899548855,0.7906666986815025,0.1044212181478672,0.9822773908532295,0.5547064283801367,0.04587401956467596,0.6101841966466138,0.3393699482774494,0.890275082229514,0.5943488878517862,0.2717959369710168,0.0339412241012943,0.191993725249619,0.7563581662174809,0.09131954837496947,0.37665717147491595,0.9162772386208575,0.9926022773203782,0.7773941617351503,0.13371490508031247,0.6216379665064313,0.03411183857057354,0.9189790966026201,0.2200061618299025,0.47526825388403415,0.33036697957414285,0.3029550933727486,0.0856649510302907,0.29346981435356734,0.6272477727123502,0.15411938746479525,0.9145021258312529,0.5518870690527001,0.6722198176965278,0.39459427605370534,0.0657973463924223,0.7503990398612247,0.4319990016794709,0.3565294624217802,0.35515599566202316,0.868806166189385,0.6010295732915969,0.9136061254012009,0.09707574475394853,0.5219568033406806,0.41578257209194347,0.32829163406938133,0.47397163159804934,0.29388899046755945,0.1737693813003527,0.4265026860175698,0.4838283011083293,0.6006146213528217,0.870518923672442,0.9931879699055775,0.09388165695640027,0.45720777345065966,0.5131757295738372,0.4543519442087204,0.48126661187551234,0.261099549604653,0.36263730149336004,0.8328762193926345,0.1869679109343927,0.8424424206025052,0.7159903773842422,0.6273427689087481,0.5831065564457798,0.4755731264266504,0.3888740254689259,0.45265459440450917,0.3413377108076666,0.19558032120388957,0.6680567338494338,0.5404988784531043,0.8236190327872891,0.18534336577749688,0.405608747364014,0.15474550362783024,0.37581536866769905,0.035190592076478566,0.45894139331068207,0.5587667382022729,0.8296730186757285,0.6807380341717474,0.6798685776677726,0.22018827163115284,0.2352784595431745,0.22811560693523958,0.8051751245620036,0.4552849152450167,0.0961852788977321,0.9729474915995902,0.4764084239693813,0.7197005871692997,0.9556807624206708,0.039669075081133376,0.14138454573150128,0.31067808326029367,0.44776990160960406,0.9656632775177317,0.7351434001346054,0.6278283521024727,0.1658626507489298,0.856742786972526,0.831227240704343,0.5039482205555424,0.16771308619861736,0.8326615377603609,0.5389350065308718,0.5385239911945147,0.8739974204314752,0.5379461024617107,0.03866801146721954,0.6543975237651134,0.8775034919221368,0.718810352709739,0.5146700835171628,0.2782301618777666,0.7047623262596188,0.3949204514782372,0.4113837121626087,0.5957536761434012,0.153800407309872,0.023891444652739846,0.480711284174109,0.3320168040673719"
41,"0.6425699741192002,0.0012564331218916092,0.9890754253193509,0.977139055914448,0.7975929721276449,0.40919242159293734,0.7370472261086014,0.7569609976446069,0.8807466537801558,0.10086299598015458,0.9615906545085672,0.790889063965523,0.7752796069305203,0.13934030791255414,0.3123083917885927,0.37762304016054626,0.9855695268993138,0.23484092200057716,0.6011952914668575,0.23628103614840734,0.012929684569300326,0.2024911193847605,0.6520984216641723,0.670023004555253,0.014661998794707087,0.7694780932170866,0.5181904566009237,0.7730090485538966,0.44313133619209,0.15812866246767077,0.4162632307012931,0.5793649797898746,0.28547888026338264,0.11022304117863513,0.21416811011659298,0.8722126630142881,0.36660469333306456,0.5026575216312048,0.9562265554116334,0.3307271576362799,0.9629756506249433,0.8654530192235798,0.8191836451524754,0.21136258676960717,0.14717899857557537,0.5812859904776121,0.9858697709831636,0.4323575877458391,0.6102606897441298,0.23257766348039222,0.33838076088796853,0.843443932134684,0.44247399345805183,0.3216647070054047,0.23064554440003593,0.26439767175121076,0.9193405472749393,0.8203165033509979,0.48746797727630053,0.6083382415997561,0.25538149342381256,0.6516070603917435,0.6824922688853234,0.7478977737096879,0.12043846852753737,0.8591667474951491,0.5041753808469775,0.6414111641431601,0.17842726898983796,0.9133496505814209,0.3101687351936705,0.6607500472511516,0.2744685448277926,0.03596540477386423,0.3882802842117906,0.849843284537073,0.05700603612556343,0.4381943262981487,0.20978323089246098,0.7004632464210301,0.3167103142731871,0.5501974793897387,0.6946255807376943,0.47269168459579025,0.01768281773378766,0.3057368832171894,0.8565930571215259,0.8296820232427173,0.20298809787671268,0.8159489513383059,0.16110903421817613,0.43798384926961476,0.7752446725581598,0.6774671206852134,0.1938659224627105,0.11079979257630401,0.9794044507024334,0.21282326913069194,0.6418332775512784,0.23346578799528572,0.8593356123432817,0.46394190542498703,0.24165045316239908,0.21875076781401104,0.6950517919716706,0.017805120898867655,0.6988057549103054,0.10268978646206794,0.7117186786867568,0.46747836997498693,0.854078794382993,0.8912823959793863,0.5646808364311513,0.9711555634082852,0.21504815432783353,0.6395793769572305,0.40119987792183254,0.23148797239722607,0.40353025515786545,0.0676210089874476,0.6059393895436107,0.07745119543305956,0.49172530410460125,0.4169367898724715,0.03417310401244156,0.7437143658154977,0.09761690414892277,0.515343122764008"
42,"0.7934773356785096,0.5296136804334143,0.632981829120367,0.2220280635400077,0.6385450911016934,0.3997590239899682,0.044177433606023775,0.786486987733592,0.4492692842563938,0.9577723413625606,0.869320207449813,0.16400719242069917,0.20098514532643685,0.81843623705009,0.9107978209614238,0.14820944986357654,0.7874647105095178,0.6122530124232174,0.6424189066115975,0.3857460221935515,0.5914085614591806,0.2905633871287435,0.8600330683396085,0.6820658950629704,0.34057752557882115,0.32936486647469443,0.7929324698940858,0.6692301552545529,0.24039913072945107,0.14274998700350305,0.10437823990335349,0.14064738370674945,0.06255531148775872,0.9528849241802234,0.06193432187498826,0.44254977611025426,0.8632788067198032,0.41612548988115616,0.5335763102576668,0.06255620192610323,0.28544396705732633,0.44213941232568965,0.42020768750379855,0.8721978479686182,0.3965137993233502,0.8480544420809216,0.47762753626955634,0.05079227530745245,0.3136960691324291,0.5799076646558325,0.9324007235862541,0.6842112665224194,0.7164647994566996,0.47601308398896514,0.8731359432626307,0.20640695945948506,0.9048642433944075,0.25992268411601327,0.3183616728510743,0.6693660234655693,0.4514994572842683,0.7590917498666601,0.5543550005499703,0.7978110911252139,0.30648396214491647,0.4377616024574078,0.6046138219276754,0.4181160835084571,0.8262893569243756,0.39441812517131025,0.5585151623035174,0.5291065847609241,0.8398887155593892,0.9723292634863606,0.9053847112709931,0.9745179701418096,0.1317481960313821,0.25443789705433295,0.4276927481631231,0.39901631909581203,0.9198040731440441,0.6076186062658339,0.02428006952385553,0.3232089909844441,0.5426964435759847,0.36131279003557804,0.17524249600972142,0.8470127299627833,0.19124211021237114,0.16653609895074128,0.2113710602887744,0.868463792672191,0.9720035799380237,0.23624570465947192,0.1083803945717795,0.015805187937667053,0.1455245368636593,0.9112920643768345,0.3682371493819212,0.5814450465735808,0.7233643893719465,0.5031912057637027,0.12331755759163132,0.36543852650049313,0.9112328749103237,0.22343641356354205,0.10895923652859762,0.42528996041299383,0.3106475747401941,0.6827189689051906,0.16161498953581566,0.9910733418713357,0.4956205980698234,0.9016259039400194,0.6139300243176767,0.5670623580234294,0.8275620299808908,0.5901804610809884,0.747187510507446,0.27891596859440215,0.39136808886206853,0.05241540741621609,0.2826000393506263,0.27875997079067116,0.8232551872315998,0.6523530770644768,0.09734732713477146,0.18196378177247996"
43,"0.35817796345446384,0.46166094279300773,0.15077731705710984,0.5134380499159671,0.2636630077621418,0.20942107132992416,0.7265856607229294,0.7194177600189361,0.03764484112619437,0.8452785592368371,0.43412592798728333,0.6126078931057356,0.7023186134813316,0.9105225074224768,0.001430889823680559,0.595853761539525,0.7974830943232258,0.18685389636673178,0.9464344641993715,0.7284743479147519,0.8214813808842113,0.5670467707592172,0.5155865637945114,0.9221755104143269,0.6394268104394992,0.0990653376548124,0.8251795491577725,0.27049176245486983,0.008327244091478558,0.948791252133647,0.019221754257133572,0.5668279528652296,0.16683846079002618,0.40386691909413164,0.9808769058088591,0.8997704730015273,0.057234510967357544,0.9301056903611372,0.935509598240282,0.8573638917040634,0.06265221805645083,0.6802010724471016,0.206423086628145,0.293271190477011,0.8643797148497935,0.2717401147546842,0.8524148600855832,0.11728142934411678,0.17175320267139083,0.16721359775069278,0.8718709881519009,0.9390035593661268,0.10584833522394399,0.9208867621206039,0.00985395879022144,0.720510376082259,0.8330862776961032,0.8345875835681906,0.7324222480065032,0.058727444132251394,0.9598265179815593,0.5900810413759248,0.7332033200460969,0.9535530997619653,0.6531708914408361,0.3118714466683623,0.42434916950960544,0.033814055299587364,0.5099883507203894,0.9752345721487139,0.4884775083198162,0.46948180266540496,0.7965084502011623,0.7829556566713958,0.5758461068564105,0.7463360024424966,0.6274899395867859,0.8594039481875616,0.8902790240043563,0.4535164607658402,0.017885754619886063,0.8962574442515264,0.41298267874350514,0.19145854382528327,0.35721431293813666,0.6070619406387707,0.5194284733148247,0.926223552603222,0.413490060276246,0.27253839705666694,0.06474275799653895,0.5387197163720917,0.8782904042585142,0.9658975883206609,0.20880231647736702,0.31930366453288606,0.5267570774778589,0.061093344974462616,0.42532679535784645,0.3734626016050132,0.07910130548882033,0.27575522334855995,0.26286873852179793,0.061906859658320545,0.237816203493326,0.8115191842259131,0.024493031069027782,0.6879491586510066,0.38471245672512167,0.7235936882738245,0.06544982272900468,0.37681904005071876,0.9971142974794152,0.10816677897175042,0.4977163778242203,0.9499834880049204,0.0066366586482042855,0.3737084621575152,0.15787843962199466,0.44326429574752024,0.263251358458345,0.9846948174894832,0.4332089169160743,0.6993688033186589,0.04112120428837307,0.648338123789408,0.09889673129334331,0.8900159319710438"
44,"0.19140085741255575,0.7921411757671514,0.5518764453096053,0.9210507761379378,0.03463729929225401,0.9377775892397459,0.6252773845208478,0.7846157445337542,0.939524215747552,0.757963376839291,0.4104121883673658,0.19779059542227317,0.220218571825885,0.470264086910963,0.5741454719669001,0.44594049244088796,0.5610835747088175,0.28158253958627577,0.6310442936503005,0.6104769799009397,0.5763439304104138,0.44063858400982536,0.00553882533684491,0.4087199523710633,0.4579400636549842,0.09153413216316775,0.04236808680602311,0.5517355938672003,0.47498159655601935,0.9105382901877463,0.9460604004777834,0.46865777265876984,0.7989096200466278,0.912056155546796,0.5351465879009948,0.17926783339769514,0.23752330762660967,0.7223076223537566,0.9014819792998467,0.9788172157251018,0.8630023566192587,0.04914395146313677,0.8488205008113348,0.6294144159248138,0.42799354894782005,0.5509160295924159,0.7576076596759916,0.8424804939770143,0.7662272618615901,0.5732493821139997,0.6476014224207516,0.2601193666253411,0.7381172751149164,0.8409900311251403,0.6810019584702441,0.4892508961579197,0.11585604592191934,0.7769971706412134,0.125659870320601,0.66094996538568,0.4957016800751324,0.2774836873643721,0.7950569160519039,0.3087886204729615,0.7277434671251628,0.6356178512615674,0.48378641131615197,0.9170957595376193,0.2822510587340342,0.608201622395642,0.1351209361356418,0.42707403945913724,0.829021421565427,0.20825461375885757,0.9583013348991526,0.010896130316552899,0.701724618041652,0.706009749370937,0.6829391134813749,0.14378957420973038,0.9884332069917281,0.3153004439421747,0.5645860319046243,0.35146317842259744,0.9796405775728736,0.8000693190551235,0.4747500334034779,0.2694876171463909,0.7106528588502639,0.43887175536869494,0.9846929977177789,0.10888412686074711,0.2580423822559311,0.1810862521353922,0.4446234972103289,0.7588319439143625,0.294966087681796,0.721617571835381,0.623207608514816,0.5027382880137523,0.4889090691807414,0.4820647526456604,0.19895527611486807,0.9400698031285344,0.7816396734901674,0.6941848261541368,0.4624700022745235,0.5410036169791679,0.12897462754413158,0.9767198299414006,0.23062667464097797,0.7801353635968022,0.9992092389363372,0.18371644470819515,0.7955214486039222,0.2769333928742993,0.5728391118582316,0.6880967432978092,0.33113036833086307,0.9822646312317002,0.7147859381991767,0.48693088266994977,0.5417817653714441,0.15216908217852942,0.3683202356912044,0.3988986495432244,0.7343936305487714,0.3111540814837831"
45,"0.4887781334972775,0.8412634557842018,0.14254095829313862,0.08492534576312505,0.039034385728999976,0.15298338625962493,0.039881652523581446,0.22114925149214537,0.021737931160213275,0.9232622046444061,0.6329898975067895,0.16387934144052774,0.23260424952836112,0.8578012842868056,0.3087430225852297,0.2478512318155659,0.40683808202619665,0.6390641928181018,0.13778916770876726,0.29099401755330645,0.31539919892113444,0.02577974521469828,0.8302521879610562,0.6047775682123684,0.37236115712771467,0.03318852172008091,0.690908179437917,0.4604554271834749,0.47153490583097224,0.9275278056532258,0.009634385332071504,0.020092455845212354,0.6184808586637717,0.1695024857177977,0.38737467710284634,0.8219627185772383,0.5783321483704186,0.6375252602816903,0.8641907468416447,0.6111058214884829,0.02399690690564893,0.5183241134363304,0.9454617751535529,0.8863105220162317,0.6718842186043934,0.2535576929912079,0.8443368140896712,0.34735261421975583,0.7466992781803427,0.30487787961701285,0.06543889062799113,0.579095445287381,0.864169757871738,0.6841782599608276,0.25483308569409935,0.5988829680093284,0.865669338555474,0.6973946455246093,0.7164138954438096,0.8729887056204914,0.6862573168838516,0.65340703270601,0.4039489377974409,0.8630712393106535,0.5855484362419515,0.3936198716646796,0.18618984959299856,0.9766402850080195,0.3159405145208467,0.9521701797715835,0.14152514045294273,0.9182795610903824,0.9376621921488072,0.28885849626442517,0.7876927118574926,0.9641573984871844,0.04889798561284264,0.22183333157695861,0.39847701641752775,0.8370053853320487,0.43062496680398776,0.04463801432995529,0.005269637512261283,0.7454333046375554,0.49092388283818167,0.877490555424389,0.6868133887765238,0.8748005979811602,0.4845938174952281,0.2806420817565276,0.27189500112907783,0.8354035438413697,0.7623544362086171,0.8255354213410941,0.19047970345218124,0.19069221106494572,0.5271358485237472,0.8936678185434341,0.7656805774562512,0.0026457278710640963,0.6490132421950026,0.09077687599251705,0.47516656663856716,0.7669761564156969,0.8218286933332875,0.858717385993654,0.37144712481025255,0.1531121336998571,0.5625688213260798,0.12594460618657988,0.1904446374721146,0.8814556531283436,0.2590809650215078,0.3547753301418708,0.49905913217031284,0.3088152776282741,0.09544189500961053,0.8496825730348319,0.5657331627422101,0.241291293666949,0.4270195138097098,0.4416674250079814,0.8703236326464986,0.4617870177086235,0.0756406603569666,0.43534055977511554,0.8782680465679165,0.1784321294015585"
